Entrezgene	gene_name	expression
1265	CNN2	11995
10347	ABCA7	337
9627	SNCAIP	3399
11218	DDX20	2193
53339	BTBD1	4903
55711	FAR2	809
8537	BCAS1	7
1117	CHI3L2	4
22904	SBNO2	2452
5378	PMS1	3252
10362	HMG20B	4909
10203	CALCRL	763
6882	TAF11	2294
23294	ANKS1A	4410
8943	AP3D1	11415
7629	ZNF76	2180
9351	SLC9A3R2	5043
4913	NTHL1	1169
54887	UHRF1BP1	3678
2773	GNAI3	10169
3843	IPO5	27394
4942	OAT	2224
10885	WDR3	2476
5586	PKN2	6758
57418	WDR18	2683
9697	TRAM2	3505
9423	NTN1	297
55388	MCM10	2415
1606	DGKA	438
2065	ERBB3	1213
91526	ANKRD44	708
3735	KARS1	9810
23536	ADAT1	1749
10954	PDIA5	333
55633	TBC1D22B	1388
4710	NDUFB4	5788
23013	SPEN	14839
4638	MYLK	4572
55854	ZC3H15	5488
6416	MAP2K4	5269
55248	PACC1	1883
9892	SNAP91	1
9748	SLK	7470
51167	CYB5R4	499
1308	COL17A1	291
119391	GSTO2	2899
55176	SEC61A2	1635
5588	PRKCQ	177
7089	TLE2	985
51665	ASB1	2569
83641	FAM107B	5046
4199	ME1	47
23216	TBC1D1	9866
8621	CDK13	8132
10797	MTHFD2	2265
84679	SLC9A7	1041
55810	FOXJ2	4140
4904	YBX1	40957
5141	PDE4A	188
5525	PPP2R5A	2902
1496	CTNNA2	204
1994	ELAVL1	14839
7075	TIE1	3181
57609	DIP2B	5265
6602	SMARCD1	16298
9682	KDM4A	1419
4802	NFYC	7108
84217	ZMYND12	72
6550	SLC9A3	90
25791	NGEF	71
259266	ASPM	6417
8832	CD84	263
64834	ELOVL1	1786
6688	SPI1	561
30834	POLR1H	958
744	MPPED2	297
51208	CLDN18	36
27107	ZBTB11	3336
4287	ATXN3	2193
9950	GOLGA5	3156
2263	FGFR2	11226
55631	LRRC40	2954
51015	ISOC1	2688
2009	EML1	2767
60487	TRMT11	2403
55623	THUMPD1	5040
91283	MSANTD3	1465
26153	KIF26A	273
55102	ATG2B	3232
10565	ARFGEF1	5553
348158	ACSM2B	3
57623	ZFAT	910
9650	MTFR1	1302
10734	STAG3	562
2235	FECH	1307
4649	MYO9A	2568
8653	DDX3Y	6197
5214	PFKP	3741
3422	IDI1	1940
6672	SP100	858
1316	KLF6	6297
8611	PLPP1	943
4756	NEO1	21912
23471	TRAM1	8631
5255	PHKA1	2115
7132	TNFRSF1A	5552
782	CACNB1	867
7813	EVI5	2767
9399	STOML1	563
5315	PKM	56783
54505	DHX29	3403
30836	DNTTIP2	5155
79091	METTL22	877
7158	TP53BP1	6079
7216	TRO	5426
51018	RRP15	3302
387	RHOA	32925
1659	DHX8	5378
5590	PRKCZ	1683
7544	ZFY	1790
55699	IARS2	7604
6857	SYT1	4579
89795	NAV3	1797
3421	IDH3G	3381
79641	ROGDI	880
57595	PDZD4	273
492	ATP2B3	23
6093	ROCK1	9081
865	CBFB	7121
5165	PDK3	1579
8692	HYAL2	4337
9759	HDAC4	2809
11186	RASSF1	1272
2261	FGFR3	343
3430	IFI35	78
63897	HEATR6	2608
80347	COASY	2896
79990	PLEKHH3	901
4205	MEF2A	5981
55593	OTUD5	5250
7030	TFE3	3176
4943	TBC1D25	1099
2182	ACSL4	2561
3632	INPP5A	2045
27238	GPKOW	1172
56850	GRIPAP1	2368
24140	FTSJ1	1809
55771	PRR11	3677
65055	REEP1	798
23250	ATP11A	7859
25885	POLR1A	6951
9741	LAPTM4A	26811
57217	TTC7A	1434
51447	IP6K2	9411
286749	STON1-GTF2A1L	2
55133	SRBD1	2590
3796	KIF2A	7976
10235	RASGRP2	92
23198	PSME4	9787
57560	IFT80	2153
22933	SIRT2	1773
27248	ERLEC1	3544
5526	PPP2R5B	883
5837	PYGM	432
5307	PITX1	64
375449	MAST4	3065
221395	ADGRF5	2648
54549	SDK2	6407
8756	ADAM7	1
55746	NUP133	4979
64710	NUCKS1	48112
55737	VPS35	15274
10294	DNAJA2	5355
602	BCL3	1481
8514	KCNAB2	712
10060	ABCC9	2757
51083	GAL	30
29121	CLEC2D	933
139341	FUNDC1	979
4129	MAOB	233
6095	RORA	1264
1815	DRD4	117
7049	TGFBR3	2254
8399	PLA2G10	19
54626	HES2	21
483	ATP1B3	3430
4734	NEDD4	2091
9488	PIGB	430
5597	MAPK6	9325
10681	GNB5	1291
5873	RAB27A	1679
27440	HDHD5	1267
7353	UFD1	2069
4040	LRP6	13180
2984	GUCY2C	18
6343	SCT	12
57661	PHRF1	4410
8518	ELP1	3944
4925	NUCB2	3122
5217	PFN2	19326
5774	PTPN3	2068
6710	SPTB	7148
27071	DAPP1	92
2255	FGF10	6801
23446	SLC44A1	8978
54916	TMEM260	1574
23293	SMG6	2774
10640	EXOC5	7754
